userId;state;action_reward;n_state
332;983&2|50&5|370&2|276&3|159&5|685&4|1&4|410&4|845&3|56&5|293&4|840&4;265&4|682&4|54&4|684&5;983&2|50&5|370&2|276&3|159&5|685&4|1&4|410&4|845&3|56&5|293&4|840&4|265&4|682&4|54&4|684&5
497;402&4|363&2|216&3|809&3|588&4|758&2|62&4|237&3|508&3|4&3|763&3|185&3;584&4|416&2|395&4|417&2;402&4|363&2|216&3|809&3|588&4|758&2|62&4|237&3|508&3|4&3|763&3|185&3|584&4|416&2|395&4|417&2
832;313&5|873&2|895&2|748&3|288&3|258&3|286&3|328&3|681&2|260&3|326&4|245&3;25&2|322&3|50&3|181&3;313&5|873&2|895&2|748&3|288&3|258&3|286&3|328&3|681&2|260&3|326&4|245&3|25&2|322&3|50&3|181&3
241;292&4|270&3|750&5|288&5|880&5|346&3|268&4|690&2|350&2|286&5|300&4|313&4;335&3|294&3|343&2|895&2;292&4|270&3|750&5|288&5|880&5|346&3|268&4|690&2|350&2|286&5|300&4|313&4|335&3|294&3|343&2|895&2
805;209&4|258&3|123&4|455&4|17&4|147&5|172&4|422&4|664&5|470&5|68&3|549&3;386&3|352&5|755&3|240&3;209&4|258&3|123&4|455&4|17&4|147&5|172&4|422&4|664&5|470&5|68&3|549&3|386&3|352&5|755&3|240&3
867;183&3|655&4|203&4|286&5|258&3|270&5|12&5|188&4|855&5|480&5|210&5|7&5;135&5|956&4|174&5|216&3;183&3|655&4|203&4|286&5|258&3|270&5|12&5|188&4|855&5|480&5|210&5|7&5|135&5|956&4|174&5|216&3
319;269&3|267&4|313&5|302&4|879&5|338&2|340&3|346&3|682&3|301&4|306&4|750&3;350&3|261&3|259&2|358&3;269&3|267&4|313&5|302&4|879&5|338&2|340&3|346&3|682&3|301&4|306&4|750&3|350&3|261&3|259&2|358&3
157;283&4|1016&5|475&3|50&4|255&3|250&1|273&5|340&5|293&5|508&5|147&5|289&4;1283&2|476&1|934&2|1244&3;283&4|1016&5|475&3|50&4|255&3|250&1|273&5|340&5|293&5|508&5|147&5|289&4|1283&2|476&1|934&2|1244&3
773;324&3|408&5|428&4|72&3|89&4|228&3|212&2|268&4|239&4|176&4|286&3|2&3;427&3|559&2|59&5|218&2;324&3|408&5|428&4|72&3|89&4|228&3|212&2|268&4|239&4|176&4|286&3|2&3|427&3|559&2|59&5|218&2
361;60&4|1074&3|197&5|100&5|49&3|156&4|155&3|421&3|443&3|934&3|111&3|525&4;203&5|527&4|770&3|234&4;60&4|1074&3|197&5|100&5|49&3|156&4|155&3|421&3|443&3|934&3|111&3|525&4|203&5|527&4|770&3|234&4
699;13&4|324&4|591&2|9&2|234&3|23&4|1093&3|285&4|1068&3|288&3|1187&4|683&3;619&2|1615&3|828&3|333&3;13&4|324&4|591&2|9&2|234&3|23&4|1093&3|285&4|1068&3|288&3|1187&4|683&3|619&2|1615&3|828&3|333&3
165;1119&3|325&4|419&4|127&4|223&4|169&5|258&5|260&3|326&5|216&4|328&3|181&5;176&4|222&5|432&5|318&5;1119&3|325&4|419&4|127&4|223&4|169&5|258&5|260&3|326&5|216&4|328&3|181&5|176&4|222&5|432&5|318&5
942;272&5|282&5|479&4|750&4|528&5|511&4|304&5|135&3|539&3|484&5|117&4|892&3;31&5|95&5|659&5|97&5;272&5|282&5|479&4|750&4|528&5|511&4|304&5|135&3|539&3|484&5|117&4|892&3|31&5|95&5|659&5|97&5
297;237&4|258&5|70&5|195&1|201&4|448&3|209&4|273&4|474&4|546&3|277&3|73&2;210&4|17&3|272&5|83&4;237&4|258&5|70&5|195&1|201&4|448&3|209&4|273&4|474&4|546&3|277&3|73&2|210&4|17&3|272&5|83&4
364;990&4|321&2|687&1|262&3|288&4|690&4|302&4|261&2|325&4|678&4|319&3|289&3;988&2|1048&5|948&4|875&3;990&4|321&2|687&1|262&3|288&4|690&4|302&4|261&2|325&4|678&4|319&3|289&3|988&2|1048&5|948&4|875&3
514;58&4|197&4|1115&4|183&3|380&4|357&4|659&3|710&5|318&4|25&4|470&3|384&3;510&3|344&3|750&4|898&2;58&4|197&4|1115&4|183&3|380&4|357&4|659&3|710&5|318&4|25&4|470&3|384&3|510&3|344&3|750&4|898&2
906;991&3|286&5|276&5|1009&2|742&3|283&4|307&3|9&4|284&4|1011&4|475&3|740&4;240&3|823&3|628&5|405&3;991&3|286&5|276&5|1009&2|742&3|283&4|307&3|9&4|284&4|1011&4|475&3|740&4|240&3|823&3|628&5|405&3
478;160&2|367&4|354&3|196&3|17&2|32&3|327&3|975&4|12&5|451&5|96&2|1101&4;340&5|219&2|282&3|616&4;160&2|367&4|354&3|196&3|17&2|32&3|327&3|975&4|12&5|451&5|96&2|1101&4|340&5|219&2|282&3|616&4
813;750&4|270&5|342&1|9&3|259&2|690&4|271&4|307&4|538&3|263&3|751&5|358&3;901&1|890&4|680&2|892&1;750&4|270&5|342&1|9&3|259&2|690&4|271&4|307&4|538&3|263&3|751&5|358&3|901&1|890&4|680&2|892&1
212;286&4|427&4|197&5|527&5|382&5|199&5|631&5|86&4|645&3|269&3|317&5|246&5;87&5|735&4|179&1|511&4;286&4|427&4|197&5|527&5|382&5|199&5|631&5|86&4|645&3|269&3|317&5|246&5|87&5|735&4|179&1|511&4
56;761&3|201&4|403&4|121&5|172&5|443&4|280&4|194&5|483&4|238&5|946&4|523&4;68&3|164&4|295&3|568&4;761&3|201&4|403&4|121&5|172&5|443&4|280&4|194&5|483&4|238&5|946&4|523&4|68&3|164&4|295&3|568&4
314;1047&4|1094&1|1221&3|845&5|218&4|117&4|120&3|401&3|255&5|1267&3|122&1|764&3;1473&4|1178&2|365&3|562&4;1047&4|1094&1|1221&3|845&5|218&4|117&4|120&3|401&3|255&5|1267&3|122&1|764&3|1473&4|1178&2|365&3|562&4
510;873&3|245&3|289&2|294&3|286&3|243&3|261&2|322&3|333&3|259&2|323&4|876&2;1025&3|457&2|330&2|681&1;873&3|245&3|289&2|294&3|286&3|243&3|261&2|322&3|333&3|259&2|323&4|876&2|1025&3|457&2|330&2|681&1
117;249&4|1016&5|258&4|597&4|977&3|117&5|25&4|214&5|150&4|411&3|307&5|164&5;222&5|298&5|313&5|179&5;249&4|1016&5|258&4|597&4|977&3|117&5|25&4|214&5|150&4|411&3|307&5|164&5|222&5|298&5|313&5|179&5
820;313&5|289&2|324&3|271&2|258&3|538&3|333&5|315&3|301&2|288&5|302&5|347&4;316&3|343&4|748&1|751&1;313&5|289&2|324&3|271&2|258&3|538&3|333&5|315&3|301&2|288&5|302&5|347&4|316&3|343&4|748&1|751&1
558;14&4|20&5|19&5|275&4|100&5|137&4|15&3|124&4|9&4|283&3|744&4|847&4;936&5|269&4|285&5|508&5;14&4|20&5|19&5|275&4|100&5|137&4|15&3|124&4|9&4|283&3|744&4|847&4|936&5|269&4|285&5|508&5
177;183&4|289&2|919&4|156&5|56&5|568&3|55&3|651&3|129&3|100&5|433&4|209&4;1067&4|948&2|960&3|243&1;183&4|289&2|919&4|156&5|56&5|568&3|55&3|651&3|129&3|100&5|433&4|209&4|1067&4|948&2|960&3|243&1
31;303&3|328&2|306&3|1022&5|340&3|271&4|1021&3|514&5|192&4|321&4|175&5|519&4;124&4|611&4|493&5|504&5;303&3|328&2|306&3|1022&5|340&3|271&4|1021&3|514&5|192&4|321&4|175&5|519&4|124&4|611&4|493&5|504&5
358;643&3|896&4|268&3|1266&4|45&3|1529&3|1149&3|213&5|59&4|863&5|357&4|382&2;482&2|208&2|114&5|132&5;643&3|896&4|268&3|1266&4|45&3|1529&3|1149&3|213&5|59&4|863&5|357&4|382&2|482&2|208&2|114&5|132&5
334;185&4|125&3|1524&4|753&4|239&3|186&3|742&2|498&4|475&4|1016&3|1163&4|515&4;230&4|577&2|425&4|566&3;185&4|125&3|1524&4|753&4|239&3|186&3|742&2|498&4|475&4|1016&3|1163&4|515&4|230&4|577&2|425&4|566&3
698;50&5|613&5|191&2|507&4|480&2|486&4|855&2|515&4|275&4|222&4|512&4|526&2;1299&2|1115&2|25&2|9&3;50&5|613&5|191&2|507&4|480&2|486&4|855&2|515&4|275&4|222&4|512&4|526&2|1299&2|1115&2|25&2|9&3
738;697&2|393&3|196&4|188&3|225&3|1047&3|367&3|665&2|200&3|405&2|926&3|144&5;180&5|199&4|751&3|969&4;697&2|393&3|196&4|188&3|225&3|1047&3|367&3|665&2|200&3|405&2|926&3|144&5|180&5|199&4|751&3|969&4
656;896&5|269&3|286&1|301&3|300&2|346&3|340&3|344&4|270&3|312&1|302&3|272&3;326&1|322&1|689&2|338&3;896&5|269&3|286&1|301&3|300&2|346&3|340&3|344&4|270&3|312&1|302&3|272&3|326&1|322&1|689&2|338&3
597;289&5|15&5|988&1|293&5|713&2|127&4|678&1|294&4|181&4|283&5|295&3|323&3;225&4|24&3|111&3|824&3;289&5|15&5|988&1|293&5|713&2|127&4|678&1|294&4|181&4|283&5|295&3|323&3|225&4|24&3|111&3|824&3
17;269&4|286&3|137&4|243&1|245&2|100&4|237&2|475&4|294&4|125&1|150&5|126&4;117&3|471&2|151&4|222&3;269&4|286&3|137&4|243&1|245&2|100&4|237&2|475&4|294&4|125&1|150&5|126&4|117&3|471&2|151&4|222&3
703;742&3|819&2|300&4|237&5|9&2|328&3|322&3|127&5|1012&4|15&5|864&2|222&4;121&5|147&3|1047&3|293&4;742&3|819&2|300&4|237&5|9&2|328&3|322&3|127&5|1012&4|15&5|864&2|222&4|121&5|147&3|1047&3|293&4
292;209&5|1&4|117&4|56&5|264&3|288&3|535&3|132&4|10&5|705&4|919&5|24&4;488&5|528&5|86&4|169&5;209&5|1&4|117&4|56&5|264&3|288&3|535&3|132&4|10&5|705&4|919&5|24&4|488&5|528&5|86&4|169&5
2;301&4|10&2|291&3|288&3|295&4|302&5|284&4|303&4|282&4|280&3|312&3|299&4;289&3|309&1|272&5|300&4;301&4|10&2|291&3|288&3|295&4|302&5|284&4|303&4|282&4|280&3|312&3|299&4|289&3|309&1|272&5|300&4
378;5&3|47&4|99&4|42&4|160&2|186&3|241&4|151&3|1284&2|588&5|98&5|215&4;269&4|450&3|715&4|412&2;5&3|47&4|99&4|42&4|160&2|186&3|241&4|151&3|1284&2|588&5|98&5|215&4|269&4|450&3|715&4|412&2
324;270&5|323&4|873&5|9&5|273&5|288&5|597&4|258&4|276&5|749&3|875&3|877&1;411&5|127&4|125&5|508&5;270&5|323&4|873&5|9&5|273&5|288&5|597&4|258&4|276&5|749&3|875&3|877&1|411&5|127&4|125&5|508&5
458;9&5|143&4|97&1|1070&4|1039&5|194&2|423&2|13&4|405&4|631&4|318&4|694&4;582&1|425&3|663&4|330&3;9&5|143&4|97&1|1070&4|1039&5|194&2|423&2|13&4|405&4|631&4|318&4|694&4|582&1|425&3|663&4|330&3
257;1160&4|1260&2|582&5|381&5|181&5|324&5|1472&2|1462&5|258&3|269&3|531&5|285&5;921&5|1008&5|151&4|345&4;1160&4|1260&2|582&5|381&5|181&5|324&5|1472&2|1462&5|258&3|269&3|531&5|285&5|921&5|1008&5|151&4|345&4
96;1&5|174&5|423&5|98&5|183&4|173&3|318&5|64&5|79&4|645&5|478&2|445&4;185&5|83&3|1154&5|153&4;1&5|174&5|423&5|98&5|183&4|173&3|318&5|64&5|79&4|645&5|478&2|445&4|185&5|83&3|1154&5|153&4
888;286&5|137&4|237&5|202&4|269&5|869&4|111&4|180&4|153&4|100&4|644&4|191&5;280&3|762&5|274&4|535&4;286&5|137&4|237&5|202&4|269&5|869&4|111&4|180&4|153&4|100&4|644&4|191&5|280&3|762&5|274&4|535&4
877;463&4|52&4|744&5|971&4|538&4|275&4|690&4|86&4|640&2|515&5|949&3|111&3;176&5|228&4|226&3|31&4;463&4|52&4|744&5|971&4|538&4|275&4|690&4|86&4|640&2|515&5|949&3|111&3|176&5|228&4|226&3|31&4
429;581&2|684&4|392&3|415&3|636&3|708&3|1016&4|1418&3|441&3|284&3|1133&2|237&3;1228&3|210&4|510&4|190&5;581&2|684&4|392&3|415&3|636&3|708&3|1016&4|1418&3|441&3|284&3|1133&2|237&3|1228&3|210&4|510&4|190&5
864;526&4|189&4|658&2|443&4|451&4|133&5|86&4|566&4|197&4|625&4|672&2|95&5;473&4|231&3|1210&2|373&2;526&4|189&4|658&2|443&4|451&4|133&5|86&4|566&4|197&4|625&4|672&2|95&5|473&4|231&3|1210&2|373&2
263;435&4|245&4|1020&3|315&4|432&2|568&4|132&5|79&4|443&5|690&5|543&5|181&4;378&5|186&4|195&5|1473&5;435&4|245&4|1020&3|315&4|432&2|568&4|132&5|79&4|443&5|690&5|543&5|181&4|378&5|186&4|195&5|1473&5
535;192&4|792&4|923&4|8&4|654&5|282&3|318&4|238&4|421&4|492&4|59&3|469&3;630&2|614&5|631&5|702&1;192&4|792&4|923&4|8&4|654&5|282&3|318&4|238&4|421&4|492&4|59&3|469&3|630&2|614&5|631&5|702&1
586;229&3|591&3|693&3|427&3|405&5|559&5|172&4|185&2|1090&3|568&3|217&5|550&4;926&4|67&5|411&2|295&3;229&3|591&3|693&3|427&3|405&5|559&5|172&4|185&2|1090&3|568&3|217&5|550&4|926&4|67&5|411&2|295&3
379;357&5|526&4|175&5|729&4|163&4|385&2|427&5|704&3|227&4|265&4|339&3|143&4;158&1|345&3|663&3|405&3;357&5|526&4|175&5|729&4|163&4|385&2|427&5|704&3|227&4|265&4|339&3|143&4|158&1|345&3|663&3|405&3
62;382&3|47&4|651&4|128&2|56&5|464&4|473&4|455&3|676&3|191&5|13&4|1128&2;949&4|365&2|708&3|78&2;382&3|47&4|651&4|128&2|56&5|464&4|473&4|455&3|676&3|191&5|13&4|1128&2|949&4|365&2|708&3|78&2
129;286&5|302&4|270&3|906&5|242&4|300&3|327&3|311&3|304&3|678&1|903&2|303&3;245&2|258&2|268&1|288&1;286&5|302&4|270&3|906&5|242&4|300&3|327&3|311&3|304&3|678&1|903&2|303&3|245&2|258&2|268&1|288&1
480;64&3|265&3|127&3|174&5|249&1|190&5|50&4|209&4|172&3|272&4|615&4|8&5;79&4|208&2|183&4|443&4;64&3|265&3|127&3|174&5|249&1|190&5|50&4|209&4|172&3|272&4|615&4|8&5|79&4|208&2|183&4|443&4
49;154&5|270&2|123&1|713&3|501&3|13&3|1021&5|209&5|148&1|116&4|93&5|312&3;1072&1|732&3|738&3|369&1;154&5|270&2|123&1|713&3|501&3|13&3|1021&5|209&5|148&1|116&4|93&5|312&3|1072&1|732&3|738&3|369&1
225;237&5|606&5|479&4|215&5|193&4|64&4|492&4|22&5|510&5|427&5|478&5|603&5;604&5|172&5|143&2|1203&5;237&5|606&5|479&4|215&5|193&4|64&4|492&4|22&5|510&5|427&5|478&5|603&5|604&5|172&5|143&2|1203&5
418;304&4|328&1|362&1|899&5|313&3|331&3|333&5|344&1|301&2|315&2|346&2|302&2;327&1|288&5|269&5|1313&2;304&4|328&1|362&1|899&5|313&3|331&3|333&5|344&1|301&2|315&2|346&2|302&2|327&1|288&5|269&5|1313&2
696;313&3|1176&4|883&4|310&4|302&5|427&5|748&1|344&5|305&4|311&5|899&3|347&1;520&5|9&5|285&4|1126&3;313&3|1176&4|883&4|310&4|302&5|427&5|748&1|344&5|305&4|311&5|899&3|347&1|520&5|9&5|285&4|1126&3
782;886&3|1105&3|888&3|752&4|881&3|1315&3|1244&3|260&2|535&3|1014&2|245&4|312&4;1668&3|1644&2|296&3|1537&3;886&3|1105&3|888&3|752&4|881&3|1315&3|1244&3|260&2|535&3|1014&2|245&4|312&4|1668&3|1644&2|296&3|1537&3
542;58&4|194&4|721&2|1059&4|90&4|168&4|411&4|50&4|89&4|72&3|864&3|746&4;99&5|196&4|230&4|282&3;58&4|194&4|721&2|1059&4|90&4|168&4|411&4|50&4|89&4|72&3|864&3|746&4|99&5|196&4|230&4|282&3
472;550&5|1014&4|49&5|229&5|175&5|548&1|250&5|370&4|496&4|1110&5|924&2|378&4;568&5|24&5|367&5|597&5;550&5|1014&4|49&5|229&5|175&5|548&1|250&5|370&4|496&4|1110&5|924&2|378&4|568&5|24&5|367&5|597&5
690;585&2|649&4|77&3|216&4|153&5|47&1|79&4|642&3|203&4|174&4|88&4|63&3;118&4|1210&3|1090&3|53&2;585&2|649&4|77&3|216&4|153&5|47&1|79&4|642&3|203&4|174&4|88&4|63&3|118&4|1210&3|1090&3|53&2
363;204&2|127&4|179&4|747&5|854&1|81&4|751&1|238&4|566&3|72&1|168&4|428&5;1013&3|616&3|417&1|575&1;204&2|127&4|179&4|747&5|854&1|81&4|751&1|238&4|566&3|72&1|168&4|428&5|1013&3|616&3|417&1|575&1
135;653&4|56&4|288&3|431&2|321&4|470&4|230&3|325&4|294&4|203&4|581&4|443&4;554&3|77&4|54&3|379&2;653&4|56&4|288&3|431&2|321&4|470&4|230&3|325&4|294&4|203&4|581&4|443&4|554&3|77&4|54&3|379&2
896;233&2|636&3|739&2|275&4|9&4|651&4|46&2|132&3|98&5|1217&2|133&2|549&2;27&1|358&1|299&1|720&1;233&2|636&3|739&2|275&4|9&4|651&4|46&2|132&3|98&5|1217&2|133&2|549&2|27&1|358&1|299&1|720&1
553;641&4|181&4|485&3|367&4|197&5|178&5|498&4|153&5|478&4|519&5|523&4|205&4;657&5|605&4|191&4|527&3;641&4|181&4|485&3|367&4|197&5|178&5|498&4|153&5|478&4|519&5|523&4|205&4|657&5|605&4|191&4|527&3
528;185&4|523&4|238&3|479&4|410&4|427&4|69&3|193&4|181&5|751&4|178&4|657&5;748&3|168&4|298&4|423&1;185&4|523&4|238&3|479&4|410&4|427&4|69&3|193&4|181&5|751&4|178&4|657&5|748&3|168&4|298&4|423&1
564;924&3|258&4|1016&2|313&4|1034&3|245&4|831&3|750&3|292&4|1399&2|597&4|272&3;50&4|257&4|181&4|127&4;924&3|258&4|1016&2|313&4|1034&3|245&4|831&3|750&3|292&4|1399&2|597&4|272&3|50&4|257&4|181&4|127&4
201;96&4|715&4|396&3|1006&2|180&3|176&4|157&4|708&4|923&3|515&5|1069&2|777&1;919&3|51&2|62&1|99&3;96&4|715&4|396&3|1006&2|180&3|176&4|157&4|708&4|923&3|515&5|1069&2|777&1|919&3|51&2|62&1|99&3
810;243&4|678&4|328&5|301&5|294&5|288&3|323&4|876&3|342&5|878&4|902&5|300&5;286&4|338&4|269&5|339&5;243&4|678&4|328&5|301&5|294&5|288&3|323&4|876&3|342&5|878&4|902&5|300&5|286&4|338&4|269&5|339&5
789;127&5|137&2|9&5|288&3|1&3|741&5|50&5|591&3|508&4|93&4|249&3|129&5;150&5|1008&4|181&4|1017&3;127&5|137&2|9&5|288&3|1&3|741&5|50&5|591&3|508&4|93&4|249&3|129&5|150&5|1008&4|181&4|1017&3
780;467&3|520&4|508&3|357&5|433&1|300&3|887&4|216&4|423&5|275&4|164&4|662&5;496&4|515&3|133&5|318&5;467&3|520&4|508&3|357&5|433&1|300&3|887&4|216&4|423&5|275&4|164&4|662&5|496&4|515&3|133&5|318&5
233;584&4|9&5|418&4|23&5|647&5|381&4|509&4|603&4|98&5|423&4|8&3|523&4;313&5|31&3|568&5|269&5;584&4|9&5|418&4|23&5|647&5|381&4|509&4|603&4|98&5|423&4|8&3|523&4|313&5|31&3|568&5|269&5
380;856&3|750&4|514&2|71&4|182&3|732&4|272&4|959&2|479&4|183&4|31&1|663&4;217&2|208&2|449&3|109&2;856&3|750&4|514&2|71&4|182&3|732&4|272&4|959&2|479&4|183&4|31&1|663&4|217&2|208&2|449&3|109&2
373;510&3|378&5|173&5|432&5|694&5|213&4|625&4|553&4|414&3|660&4|99&5|328&4;403&3|1230&3|401&4|596&3;510&3|378&5|173&5|432&5|694&5|213&4|625&4|553&4|414&3|660&4|99&5|328&4|403&3|1230&3|401&4|596&3
10;194&4|702&3|191&5|711&4|663&3|59&4|709&4|484&5|461&3|519&5|692&4|70&4;283&4|432&4|7&4|33&4;194&4|702&3|191&5|711&4|663&3|59&4|709&4|484&5|461&3|519&5|692&4|70&4|283&4|432&4|7&4|33&4
670;83&3|222&4|945&4|651&4|195&4|417&4|519&5|650&2|144&4|96&5|419&4|1299&4;98&2|186&4|161&2|175&2;83&3|222&4|945&4|651&4|195&4|417&4|519&5|650&2|144&4|96&5|419&4|1299&4|98&2|186&4|161&2|175&2
214;182&4|346&3|151&5|196&4|22&3|340&3|952&3|221&5|131&3|13&3|179&5|531&4;318&4|896&4|509&4|516&5;182&4|346&3|151&5|196&4|22&3|340&3|952&3|221&5|131&3|13&3|179&5|531&4|318&4|896&4|509&4|516&5
875;504&5|964&4|480&5|12&5|692&2|1073&5|268&4|64&5|289&4|753&3|300&3|258&4;461&4|28&4|55&3|518&4;504&5|964&4|480&5|12&5|692&2|1073&5|268&4|64&5|289&4|753&3|300&3|258&4|461&4|28&4|55&3|518&4
669;603&5|7&3|195&2|324&3|480&5|183&3|313&4|56&2|97&4|323&1|132&4|127&5;82&4|175&4|462&5|482&4;603&5|7&3|195&2|324&3|480&5|183&3|313&4|56&2|97&4|323&1|132&4|127&5|82&4|175&4|462&5|482&4
409;709&4|647&5|1097&2|165&4|1524&4|1242&2|877&2|1295&1|98&5|30&4|381&2|133&4;283&4|529&5|181&4|210&4;709&4|647&5|1097&2|165&4|1524&4|1242&2|877&2|1295&1|98&5|30&4|381&2|133&4|283&4|529&5|181&4|210&4
793;117&4|405&3|235&3|118&2|250&4|222&3|148&4|106&3|9&3|127&5|7&3|1187&2;685&3|240&4|3&4|508&4;117&4|405&3|235&3|118&2|250&4|222&3|148&4|106&3|9&3|127&5|7&3|1187&2|685&3|240&4|3&4|508&4
125;79&5|692&3|144&5|382&1|357&3|186&3|496&5|384&3|172&5|346&1|56&1|109&3;120&1|105&3|722&3|158&4;79&5|692&3|144&5|382&1|357&3|186&3|496&5|384&3|172&5|346&1|56&1|109&3|120&1|105&3|722&3|158&4
91;318&5|327&4|205&5|326&3|127&5|313&4|69&5|204&4|495&4|748&2|56&1|98&5;520&4|50&5|612&4|526&4;318&5|327&4|205&5|326&3|127&5|313&4|69&5|204&4|495&4|748&2|56&1|98&5|520&4|50&5|612&4|526&4
700;202&3|96&4|174&4|423&4|56&3|173&5|28&3|169&3|180&3|181&5|144&4|48&4;73&3|531&4|79&3|318&4;202&3|96&4|174&4|423&4|56&3|173&5|28&3|169&3|180&3|181&5|144&4|48&4|73&3|531&4|79&3|318&4
836;531&4|327&3|286&3|523&5|750&3|292&5|258&4|659&5|900&2|654&5|322&2|12&5;1065&4|496&4|170&5|180&5;531&4|327&3|286&3|523&5|750&3|292&5|258&4|659&5|900&2|654&5|322&2|12&5|1065&4|496&4|170&5|180&5
883;315&3|347&4|190&4|113&4|396&2|345&3|86&3|1041&3|53&5|195&5|147&2|68&4;318&4|134&5|550&3|7&5;315&3|347&4|190&4|113&4|396&2|345&3|86&3|1041&3|53&5|195&5|147&2|68&4|318&4|134&5|550&3|7&5
926;289&3|262&3|258&4|288&3|292&3|269&5|340&4|300&3|315&4|321&3|237&3|286&4;325&1|294&3|245&3|322&2;289&3|262&3|258&4|288&3|292&3|269&5|340&4|300&3|315&4|321&3|237&3|286&4|325&1|294&3|245&3|322&2
890;474&5|1039&4|173&4|674&3|97&4|451&2|1065&3|589&5|132&5|675&5|444&4|208&5;403&1|632&5|215&4|496&5;474&5|1039&4|173&4|674&3|97&4|451&2|1065&3|589&5|132&5|675&5|444&4|208&5|403&1|632&5|215&4|496&5
777;521&5|509&4|523&4|157&3|196&5|127&1|288&4|9&5|238&4|153&1|357&5|205&4;42&5|522&5|818&5|56&5;521&5|509&4|523&4|157&3|196&5|127&1|288&4|9&5|238&4|153&1|357&5|205&4|42&5|522&5|818&5|56&5
143;272&4|315&4|326&5|288&5|294&3|323&3|322&4|286&2|690&2|258&3|333&5|1038&3;682&3|271&4|347&5|325&5;272&4|315&4|326&5|288&5|294&3|323&3|322&4|286&2|690&2|258&3|333&5|1038&3|682&3|271&4|347&5|325&5
362;347&5|678&2|245&4|300&5|689&5|332&5|336&2|313&4|321&2|312&5|748&1|258&4;1025&2|322&3|683&1|264&1;347&5|678&2|245&4|300&5|689&5|332&5|336&2|313&4|321&2|312&5|748&1|258&4|1025&2|322&3|683&1|264&1
184;708&4|172&4|478&4|15&3|813&4|52&4|137&5|387&4|845&3|381&4|207&4|301&3;1232&3|283&5|155&3|170&5;708&4|172&4|478&4|15&3|813&4|52&4|137&5|387&4|845&3|381&4|207&4|301&3|1232&3|283&5|155&3|170&5
507;343&5|750&5|333&4|313&5|306&5|1237&5|300&5|895&5|682&5|302&5|245&5|315&5;678&5|1034&5|1089&5|1016&5;343&5|750&5|333&4|313&5|306&5|1237&5|300&5|895&5|682&5|302&5|245&5|315&5|678&5|1034&5|1089&5|1016&5
549;252&3|121&4|100&4|866&4|288&4|515&5|405&4|678&3|50&5|181&4|127&5|282&3;1047&3|411&3|225&3|620&3;252&3|121&4|100&4|866&4|288&4|515&5|405&4|678&3|50&5|181&4|127&5|282&3|1047&3|411&3|225&3|620&3
328;284&3|984&3|518&2|271&3|157&5|553&3|192&4|636&3|187&4|203&5|177&3|498&5;903&3|556&3|726&4|569&4;284&3|984&3|518&2|271&3|157&5|553&3|192&4|636&3|187&4|203&5|177&3|498&5|903&3|556&3|726&4|569&4
293;215&4|696&2|657&4|447&4|175&2|466&3|789&2|485&3|282&2|528&4|213&3|143&4;38&1|583&3|155&2|804&1;215&4|696&2|657&4|447&4|175&2|466&3|789&2|485&3|282&2|528&4|213&3|143&4|38&1|583&3|155&2|804&1
336;393&3|26&5|579&3|998&1|232&3|1048&4|1051&2|1079&1|738&1|871&2|722&3|49&4;276&4|546&3|628&3|257&4;393&3|26&5|579&3|998&1|232&3|1048&4|1051&2|1079&1|738&1|871&2|722&3|49&4|276&4|546&3|628&3|257&4
618;432&5|582&4|720&3|1048&3|70&3|1032&2|483&5|942&2|781&3|273&4|50&5|98&5;62&2|576&4|1221&2|770&2;432&5|582&4|720&3|1048&3|70&3|1032&2|483&5|942&2|781&3|273&4|50&5|98&5|62&2|576&4|1221&2|770&2
473;303&4|302&4|124&4|9&5|150&5|813&3|475&5|129&4|285&4|1143&4|321&2|1142&5;1129&4|116&5|256&4|547&3;303&4|302&4|124&4|9&5|150&5|813&3|475&5|129&4|285&4|1143&4|321&2|1142&5|1129&4|116&5|256&4|547&3
648;67&4|187&3|184&5|295&4|228&5|477&3|275&5|122&1|435&5|208&5|118&4|194&5;448&3|561&2|29&2|373&3;67&4|187&3|184&5|295&4|228&5|477&3|275&5|122&1|435&5|208&5|118&4|194&5|448&3|561&2|29&2|373&3
930;523&2|106&4|411&1|14&4|756&3|100&3|245&3|244&4|274&4|151&2|275&4|50&2;210&2|171&1|265&3|64&4;523&2|106&4|411&1|14&4|756&3|100&3|245&3|244&4|274&4|151&2|275&4|50&2|210&2|171&1|265&3|64&4
37;68&5|385&4|833&4|195&5|174&5|27&4|566&4|222&3|230&4|825&2|831&2|403&5;540&2|233&4|92&4|183&4;68&5|385&4|833&4|195&5|174&5|27&4|566&4|222&3|230&4|825&2|831&2|403&5|540&2|233&4|92&4|183&4
136;116&5|303&4|313&2|14&5|269&5|127&5|744&5|257&3|124&5|475&4|9&5|275&4;42&3|318&5|747&4|204&4;116&5|303&4|313&2|14&5|269&5|127&5|744&5|257&3|124&5|475&4|9&5|275&4|42&3|318&5|747&4|204&4
911;82&2|507&4|83&4|465&5|154&4|506&3|427&3|835&3|659&3|134&4|168&4|482&4;419&5|548&3|185&5|142&4;82&2|507&4|83&4|465&5|154&4|506&3|427&3|835&3|659&3|134&4|168&4|482&4|419&5|548&3|185&5|142&4
