item_id;vectors
975;0.8137908|-0.46096116|0.42144734|0.4823066|-0.62568825|0.05256185|-0.3831338|0.7811372|-0.52236784|0.0019237995|0.58784|-0.09482312|0.31690666|-0.23672542|0.48145327|-0.47410983|-0.1140673|0.76023746|0.21328183|-0.5455128|0.22072811|-0.020254776|-0.3278192|-0.4792328|-0.38418198|-0.6700814|-0.5861653|0.4700366|0.04358276|-0.15234402|-0.2899987|-0.0011575967|0.7956029|0.57934505|-0.481198|0.43301773|-0.43563163|0.114042684|-0.42766082|-0.40478927|-0.78274757|-0.03817731|-0.5251217|-0.2688586|0.16753644|-0.39981413|-0.3840047|-0.03517542|0.3450877|0.12979877|0.91641283|-0.39048797|-0.9035051|0.23833598|-0.33567542|0.44436058|-0.2926248|-0.94186735|0.02507098|-0.6251575|-0.44714028|0.24623263|0.15710633|0.25678065|0.21084811|0.17733622|-0.22019154|0.20072448|-0.037353817|0.08932224|-0.2333072|0.26505846|-0.5339279|-0.0067991167|-0.43976992|-0.044231698|-0.08717358|-0.764413|0.21652998|-0.39334255|0.32818156|-0.12261148|-0.098771736|0.14312112|-0.5702872|0.2737015|0.7118195|-0.15132985|0.1741014|0.18006364|-0.40052217|0.33008102|-0.35370082|0.26978356|-0.7020544|-0.36378613|-0.59482694|0.52706367|0.059902027|-0.37434238
976;0.52255857|-0.63082844|0.58066577|0.7650712|-0.15156986|0.8862964|-0.10215126|0.9137424|-0.3001459|0.10244167|1.0628674|-0.65219426|0.3264952|-0.3433807|0.4362086|-0.65984386|-0.0034049004|0.20005901|0.3504361|-0.5464126|0.12686186|0.42696166|0.16128516|-0.24565947|-0.54830754|-0.61726415|-0.6409824|0.45465273|0.06918365|-0.8136265|-0.17700094|0.13610362|0.48672396|-0.19229811|-0.52465844|0.39252824|-0.25588518|0.36529762|-0.22883971|-0.51691663|-0.4497457|-0.33631858|-0.5497416|-0.83152634|-0.37856194|-0.53101707|-0.9055009|0.04673166|0.36025128|-0.08406605|0.4430815|-0.30887216|-0.4118815|0.18619964|-0.12202947|0.27106237|-0.7849655|-0.7917907|-0.1811093|-0.5866149|-0.14086473|0.16016035|0.040567458|0.14678767|-0.3478966|0.6793708|-0.48654234|0.58125037|-0.49557996|-0.023875877|-0.24870601|0.73952806|-0.028780133|-0.353693|-0.51074946|-0.016459286|-0.41139862|-0.81607175|0.49946606|0.01540038|0.08429948|0.060938388|-0.42111152|0.07397237|-0.47738895|-0.41956544|0.060622692|0.3462577|0.76823306|0.51902527|-0.40232882|0.596683|-0.4160025|0.9872163|-0.09309389|-0.55660015|-0.48808944|0.6311662|0.3457976|-0.32042694
977;0.62627304|-0.60156953|0.095936924|1.1293643|-0.7168546|0.11491448|-0.13379207|0.06884414|-0.32822815|-0.35167998|0.1080232|-0.9441433|-0.18879685|-0.29456705|0.71318686|-0.746218|0.07309653|0.58096987|0.6048666|-0.2976003|0.22347705|0.034562215|0.0033129752|-0.22637749|-0.53539556|-0.29243433|-0.32871208|0.9956932|-0.20995362|-0.53476954|0.095547706|-0.21995676|0.26893902|-0.754221|-0.8542495|-0.01543653|0.23956057|0.16765508|-0.6598582|-0.11048761|-0.13676678|-0.39403766|-0.7502319|-0.46925256|-0.25745735|-0.5633162|-0.5041597|-0.13422567|0.36730957|0.49535745|-0.027410418|0.07238361|-0.07173598|0.26493055|-0.03612405|-0.13498601|-0.290693|-0.7840602|-0.44424096|-0.6619875|-0.58528244|0.15515043|0.53610736|0.075406455|-0.44406444|-0.033469617|-0.28530735|-0.42417318|0.15196799|-0.2587012|-0.28195068|-0.22921191|-0.10157803|0.23772632|-0.35055947|0.1524477|-0.34692946|-0.25243366|0.28768742|0.30905282|-0.16974583|0.3471797|-0.144318|0.30315235|0.33416525|0.104734145|0.096867785|0.16001806|0.64190084|0.28926033|-0.045230806|-0.1502794|-0.30774543|0.19077113|-0.57968736|0.13782328|-0.36007833|0.945848|0.19760464|-0.667603
978;0.11365169|-0.08687806|0.31550026|0.6251122|-0.3685313|0.25850517|-0.24075995|0.13452893|-0.3711188|-0.33017936|0.42336887|-0.15584019|-0.15033698|-0.22254284|0.5898965|-0.36125904|-0.4962055|0.43595755|0.07282907|-0.7794523|0.4307613|0.6048893|-0.3719821|-0.62779033|-0.37288338|-0.34534332|-0.18656404|0.24017137|-0.20501663|-0.7706067|-0.003747195|0.38175452|0.5802518|0.19026135|-0.2712214|0.17569256|-0.37532926|0.54851013|-0.6173927|-0.51720774|-0.18723391|-0.33219668|-0.23851156|-0.54007435|0.30206445|-0.3435079|-0.15653522|0.12808742|-0.0090051|0.5694812|0.2683398|-0.3117627|-0.5971283|-0.34661448|-0.4050799|-0.051937148|-0.33703092|-0.75407857|-0.049650878|-0.2601984|-0.02506052|0.44467992|0.47043124|0.35081953|0.19843796|0.58379686|-0.4016333|0.2745314|-0.3983503|0.4709307|-0.54050136|0.4124763|-0.14478192|-0.053083695|-0.30223912|-0.0684022|-0.7101613|-0.575833|0.3886237|-0.46814603|-0.28699285|0.23865536|-0.34097862|-0.11405062|-0.10838446|-0.23910916|0.43989134|0.03384336|0.087670416|0.38213316|-0.5857277|0.25519603|-0.12211132|0.122212835|-0.20434487|-0.19043595|0.2858752|0.93647146|0.08672455|-0.23659928
979;0.44662482|-0.5938493|0.097572714|0.25652388|-0.13323264|0.11949593|-0.11057615|0.9885643|-0.10618483|-0.45592842|0.58102536|-0.56775737|0.28168732|-0.48684472|0.7414483|-0.6239746|0.48808312|0.27645528|0.59722686|0.021663964|0.477473|-0.05130531|-0.6707437|-0.35867405|-0.64909554|-0.15460917|-0.059994504|0.57868886|-0.035170615|-0.27500516|-0.20159824|0.25097904|0.72198474|0.11473514|-0.36583155|0.46460098|-0.12760463|0.38272044|-0.70952356|-0.51731044|-0.43623018|-0.09042221|-0.42899406|-0.76373667|-0.5156156|-0.6609703|-0.37673843|0.10950292|0.47958183|-0.011460885|0.40073726|-0.1369944|-0.78813326|0.61408037|-0.23685242|0.0075526685|-0.48852783|-1.2143006|-0.018669471|-0.28288978|0.36184314|-0.17566459|0.28670338|0.3370153|0.24301037|-0.11726658|-0.6601553|-0.12442184|0.12288749|-0.026806787|-0.1435963|-0.020525813|-0.4314764|-0.15993908|-0.619516|0.39332274|-0.4488303|-0.61872375|-0.052648664|-0.19513997|0.096054986|0.31628063|-0.65529|-0.11774028|-0.40074706|-0.16167757|0.35721603|-0.4599928|0.48985565|0.2662533|-0.4801415|0.4847678|-0.36707467|-0.18156438|-0.4354117|-0.47746077|-0.69838756|0.9917946|0.02877368|-0.86103
980;0.5694352|-0.38525552|0.2652008|-0.025670022|0.0068951547|0.11542088|-0.33532578|0.8034463|-0.0797363|-0.6065397|0.7484447|-0.39770487|0.36029947|-0.3765844|0.796927|-0.69990486|-0.018613555|0.4943387|0.5206023|-0.47372952|0.24522251|0.25117648|-0.19330305|-0.46410736|-0.120712474|-0.5161555|-0.5552891|0.7075007|0.2702231|-0.4375205|-0.18805571|0.2579782|0.30676454|0.21031609|-0.7329122|0.045330107|-0.252327|0.15451491|-0.5925401|-0.3735308|-0.12940122|-0.55046284|-0.34760442|-0.62745875|0.049071077|-0.66995215|-0.2735695|-0.061141163|0.23096876|0.23212865|0.12290713|-0.49914938|-0.23957123|0.5376215|0.051502883|0.07434913|-0.35705307|-0.6563955|-0.18825293|-0.65305924|-0.6308326|0.17778413|0.43416727|-0.027263885|-0.32753107|0.24754429|-0.24681662|0.07573075|0.04763513|0.27748245|-0.3234296|0.12635298|-0.2658251|-0.06937998|-0.32287797|-0.10073428|-0.13861196|-0.4799108|-0.031323016|-0.28656662|-0.073935404|-0.21648651|0.008804411|0.34482723|-0.42109767|-0.3173137|0.053961933|0.32162938|0.26305598|0.36928657|-0.1944367|0.44912878|-0.6791771|0.3941711|-0.14551291|-0.10696601|-0.2460331|0.7098362|0.14170256|-0.18800102
981;0.21322197|0.056943446|0.08133915|0.5038653|-0.28994763|-0.4374689|-0.7265829|0.7520068|-0.6054902|-0.48559186|0.1504072|-0.7413417|0.61886394|-0.6536749|0.72439474|-0.9878016|-0.53069323|0.40319073|0.3870293|-0.6750554|0.66393054|0.08839834|-0.20754883|-0.4446761|-0.5056279|-0.16318694|0.13657585|0.6123041|-0.11822289|-0.6051301|-0.51511097|0.29333192|0.9284005|0.23497155|-0.38201314|0.06446689|-0.23319133|0.13996512|-0.06525913|-0.5332678|-0.47026217|0.09938896|-0.15415034|-0.1675219|0.27399305|-0.029478729|-0.5263115|0.13769752|0.18010856|0.39841944|-0.15995067|-0.5159923|-0.8316587|-0.8854383|-0.5871757|0.15265642|-0.015673518|-0.48116118|0.10805929|0.048210174|-0.34840643|0.10924777|0.19395073|-0.19498992|0.15748706|0.29740977|-0.4965746|0.37119845|0.36903408|0.008185253|-0.21451549|-0.3812818|-0.21897979|-0.22615114|-0.65366274|0.2884258|-1.0050727|-0.67677784|0.6319752|0.3932969|-0.22891164|0.09651735|-0.5735136|-0.016382063|-0.028072149|-0.8747445|0.2142959|0.23224115|-0.059531897|0.53856915|0.06278372|-0.20074645|-0.40727237|0.10470898|-0.6025413|-0.021210477|-0.47501582|0.9321284|-0.066205546|-0.23023257
982;0.71310323|-0.40554062|0.3257389|0.43242726|-0.73944163|0.4136443|-0.33690393|0.9571798|-0.12249996|-0.33308685|0.6507186|-0.53489614|-0.44731152|-0.3105782|0.543843|-1.0791342|-0.3012701|0.0788562|0.4813011|-0.6093476|0.45430294|0.70460767|-0.26373008|-0.12272218|0.107259125|-0.5227003|-0.6354153|0.71093094|0.06488347|-0.5825727|0.023149222|0.28112656|0.42786732|0.35433307|-0.07416177|0.1888346|-0.68477654|0.32560885|-0.34101748|-0.46617746|-0.30467284|0.16594908|-0.62980694|-0.56784487|0.044681374|-0.44674006|-0.57845485|0.090496615|0.08361179|0.48841298|0.40406296|-0.20024729|-0.3140647|0.20287815|-0.18687204|0.24115914|-0.675926|-0.6852441|0.07488242|-0.6601731|0.14532545|0.8271258|0.06183386|-0.12949762|-0.16288763|0.3690443|-0.61694777|-0.11813482|0.32477885|-0.38423222|-0.43403578|-0.05118805|-0.22955641|0.31233028|-0.48907667|-0.109026596|-0.18007015|-0.73323435|0.29597327|-0.12374956|0.2078344|-0.12266661|-0.3725798|0.10927488|-0.31899735|-0.27308175|0.4781465|0.042920478|0.69763947|0.22419134|-0.30889696|0.06713627|-0.43764246|-0.11076151|-0.17427045|-0.13234581|-0.21225971|1.2557082|0.41422606|-0.28265658
983;0.5409457|-0.12086722|-0.04261002|-0.03741792|0.099252135|0.4067336|-0.1404131|0.22003907|0.06431469|-0.70281863|1.0434132|-0.5454203|0.31644797|-0.56472|1.0861003|-0.8803294|-0.36634207|0.86121655|0.29849243|-0.33406675|0.38391995|0.23846209|-1.1664119|0.07094289|0.70062673|0.11771357|-0.23101231|0.15986994|0.6856076|-0.68566006|-0.5777767|-0.3712032|0.9337539|-0.05599927|-0.5748631|0.6551374|-0.44537878|-0.09487237|-0.29554284|-0.52740693|-0.38030756|-0.73218614|-0.049619496|-0.31642985|0.08441047|-0.71932226|0.07055262|0.8053182|0.30965984|0.042298034|1.1455255|-0.16009809|-0.7663741|-0.97190976|-0.58880055|0.16906942|-0.42885387|-0.5584923|0.18715492|-0.66249955|-0.09446959|0.5737234|0.17152521|-0.18812913|0.48902437|-0.20011847|-0.5457962|-0.035964053|0.14777474|-0.07956813|0.0946424|-0.7299785|-0.18758717|0.47532347|-0.56255674|0.8375202|-0.6658295|-0.50260496|-0.102476805|-0.25016248|0.2685921|0.16109431|-0.11007856|-0.38875392|0.08296722|-0.74124753|0.4833302|-0.6022549|0.22543293|0.44798213|-0.27928448|0.8925748|-0.19256486|0.35615665|-0.48963985|-0.37040535|-0.53154916|0.90293074|0.3805198|-0.54111636
984;0.7240058|-0.63456285|0.3446495|0.0610587|-0.47100604|0.080056906|-0.6405937|0.6008147|0.008949026|0.03349933|0.50911516|-0.2949503|0.7918457|-0.42583925|1.1517045|-0.89926964|-0.23155564|0.40812004|0.20138589|-0.105900526|0.09113146|0.09728624|0.133425|-0.34853047|-0.2721198|-1.0093081|-0.56887156|0.6831811|0.024799984|0.099902004|-0.35285467|-0.10631278|0.44269106|-0.7194696|-0.6387993|-0.15801981|-0.22634277|0.25263304|-0.08091992|-0.46927175|0.02049996|-0.24728492|-0.7807636|-0.21309647|-0.15379815|-0.3036986|-0.619295|-0.74596035|0.80433375|0.37103277|0.42872667|-0.32787293|-0.38975537|0.3145573|0.45183486|0.43300283|-0.10409364|-0.48922572|-0.25328737|-0.386107|-0.023546964|0.18988137|0.32281944|0.118743055|0.06537533|-0.06357442|-0.51553905|0.074037485|0.061372012|0.361103|-0.30618584|-0.1671754|-0.025835156|0.36381987|-0.3047768|0.06630876|-0.35793954|-0.86412954|0.4907692|-0.254856|-0.29821673|-0.24495965|-0.1608029|0.3265224|-0.03620383|-0.05836063|0.05811441|-0.028122284|-0.10504177|0.20373231|-0.23357145|0.6324285|0.021691352|-0.045861483|-0.18712358|0.049287193|-0.2283334|0.6765355|0.32531756|-0.32806805
985;0.40298355|-0.37961057|0.46462953|0.45026326|-0.6381315|0.56049716|0.07636744|0.4041912|-0.55804527|-0.6279003|0.8748345|-0.65224624|0.06158541|-0.33041036|0.6716084|-0.9226146|-0.56170535|0.76239693|0.4124289|-0.68698746|0.35021895|0.07466703|-0.55302995|-0.8411843|-0.13777415|-0.24387883|-0.19762339|0.2910845|0.081310935|-0.4842066|-0.30046177|-0.023620991|0.31287193|-0.028764881|-0.9371122|0.6513497|-0.56690997|0.5688807|-0.35237637|-0.44289097|-0.073220655|0.12436372|-0.55684197|-0.7129514|0.28814662|-0.6382614|-0.40710193|-0.023781348|0.3567055|0.005681753|0.6817763|0.05316174|-0.71711874|0.3542447|-0.11710754|0.019096613|-0.46767148|-0.72554046|-0.30550557|-0.8871292|-0.48494974|0.3689961|0.47173238|0.3362045|0.120901674|0.33239624|0.12507045|0.3182032|0.3202657|0.049836114|-0.40884638|0.19375557|-0.09977777|0.17114326|-0.46731222|0.10333358|-0.3094297|-0.9410348|0.3682899|-0.61600715|-0.13251781|0.18367267|-0.38898814|-0.016079487|-0.46096665|-0.4596649|0.13439779|-0.0399338|0.15880388|0.16987784|-0.2759301|0.8983648|-0.6975511|0.30367345|0.088807434|-0.36436123|-0.8394023|1.1761951|0.5905922|-0.45980063
986;0.44221628|-0.2351984|0.28887784|0.3146991|-0.19475748|0.783407|-0.139276|0.11169407|-0.22555606|-0.43505654|0.49023125|-0.07774785|0.09192339|-0.52534014|0.86071783|-0.5005056|0.13555835|0.19025777|0.6150136|-0.3791079|0.0643654|-0.26902992|-0.43236575|-0.34579223|-0.71180904|-0.30279458|-0.20622551|0.6375626|0.04403032|-0.66431606|-0.18090104|0.12959456|0.37791374|0.02115848|-0.13603196|0.059145465|-0.5954347|0.13769837|-0.5228232|-0.6425389|-0.13081181|-0.30693623|-0.6953447|-0.57870024|0.007932032|-0.43283975|-0.34875607|0.16401562|0.05814697|0.25414193|0.06825119|-0.25513902|-0.15102501|0.18529245|-0.2181574|-0.071347356|-0.80398583|-0.15095043|-0.42880803|-0.20416325|-0.43345854|0.044093594|0.35664842|-0.19855791|-0.16654077|0.36058366|0.040445983|-0.58653456|0.012521149|0.20967767|-0.30973765|0.67220217|-0.31905368|0.106428005|-0.4781945|0.3123799|-0.29190487|-0.7107969|0.77628374|-0.20303419|-0.10633567|0.42144385|-0.38030058|0.32086176|-0.1952117|0.1507372|0.34224963|0.1911003|0.07774165|0.42201963|-0.61986244|0.054185525|-0.15850998|0.021289423|-0.07788263|0.07335787|-0.1472691|0.7871282|-0.08319132|-0.8493049
987;0.9532862|-0.045381933|0.56469625|0.4776259|-0.5207565|0.8366467|-0.41372013|0.6247415|-0.21941176|0.20914245|-0.07160908|-0.4749581|-0.30959904|-0.006768346|0.73410374|-0.4679482|-0.48465168|0.054103315|0.015708834|-0.062537044|-0.6047023|-0.106625944|-0.30142385|0.65994424|-0.86530507|-0.50664616|-0.48793623|0.6953466|-0.33680004|-1.0538328|-0.007345557|-0.50953263|0.008242935|0.058751337|-0.7214445|0.58476436|0.26735893|0.54137737|-0.79681766|-0.17778471|-0.008855917|-0.79855454|0.4856265|-0.63791645|0.13900667|-0.40753436|-0.9903242|-0.012345757|0.5050501|0.08119328|0.77797335|-0.7367251|0.05730772|-0.06277657|-0.39858383|0.18680643|-0.44654223|-1.1004705|0.15711465|-0.54277706|-0.089676134|0.09821908|0.2919223|0.4371085|-0.4733044|0.29287732|0.10071507|-0.3313539|-0.11947104|0.3107696|0.051509887|-0.045325667|-0.37894505|-0.28655398|-0.21285444|0.10429078|-0.84614766|-0.3995269|-0.2861291|-0.049273584|0.081299216|-0.37026086|-0.5039906|-0.56589615|0.18283936|0.39228103|0.36514682|0.20856923|0.1979974|0.12283805|-0.029239535|-0.00076296926|-0.2338046|0.35022587|-0.9851787|0.19311124|-0.21843049|0.37220192|0.25440514|-0.47844663
988;0.6332533|-0.20404993|0.853794|-0.46024385|-0.42344338|0.73319346|-0.62376076|-0.0096132755|0.25919804|-0.3631166|0.4563896|-0.5384699|-0.2927387|-0.26532304|1.0150905|-0.52553207|-0.5733227|0.64762044|0.31083632|-1.1425477|0.0134749375|0.089925475|-0.7901064|0.38101035|0.07968974|-1.274184|-0.58842987|0.3504933|0.035594147|-0.34274927|0.032688946|-0.01556536|-0.0066492558|0.5921489|-0.3858654|0.2987141|-0.37150013|0.6327212|-0.96162474|-0.20609947|-0.101566754|-0.107458934|-1.0091683|-0.97446275|-0.0645085|-0.4403808|-0.65739036|0.63173026|0.2659602|0.89311475|0.5170483|-0.17368452|-0.060866624|-0.14657359|0.10242936|0.6335857|-0.5754416|-0.31769145|0.10617748|-1.0308129|-0.5898004|0.84207326|0.46535766|-0.41613504|-0.1545826|0.18100393|-0.36745277|0.27594402|0.050766345|0.5217175|0.06304374|-0.49513102|0.05858791|-0.20615788|-0.92379177|-0.51147074|0.17067489|-0.28110218|0.8036715|0.016518518|0.17296468|-0.12613375|-0.3267564|0.26067096|-0.4490512|-0.3065513|-0.11413208|-0.1331057|-0.14132872|0.5756835|-0.25825942|0.27770358|-0.7727966|0.3017624|-0.0014843196|-0.043401405|-0.28004712|0.4693782|0.6928521|-0.4612829
989;0.08918503|-0.89141023|0.5543772|0.65874314|-0.13284953|0.89328253|-1.2612162|0.39895082|-0.35544944|0.055811107|1.0825782|0.39078543|0.1540242|-0.46224603|0.12256068|-0.86270964|0.03517218|-0.07323587|0.6426835|-0.3664243|0.38271394|0.44710827|-0.65026283|0.010937527|0.3196306|-0.18747558|-0.25657263|0.20999199|-0.38294178|0.08563849|-0.38625318|0.10176708|0.2897129|0.5267237|-0.12954217|-0.076186866|-0.36441305|-0.25950062|-0.42925975|-0.107329935|0.14388262|-0.60272133|-1.1152123|-0.22884831|0.44354746|-0.57531244|-0.24186403|-0.019883256|1.0051875|-0.10563351|-0.09395519|-0.6345703|-0.49056613|-0.2752896|-0.6048012|0.39218807|-0.37936205|-0.2216931|-0.15261625|-0.76522124|-0.04635445|0.62253064|0.35030597|-0.20386404|-0.4869776|-0.05548267|-0.40442586|0.14972526|-0.119797796|0.46187532|0.15554103|-0.2224728|0.24788564|0.18331665|-0.47331047|0.42407978|-0.5416384|-0.081235886|0.060168505|-0.318007|-0.25412327|-0.27628955|-0.87947106|0.39430645|-0.15160759|0.54324764|-0.11478451|-0.45488903|0.5578496|0.007151574|-0.8003057|1.1588359|-1.1593263|1.2501804|-0.39866382|-0.43292108|0.019762054|1.2423608|0.0074142367|-0.07635647
990;0.43913135|-0.085087|0.40032905|0.14041281|-0.7106308|-0.1377148|-0.023496836|0.6473936|-0.27837065|0.040620506|-0.049891472|-0.9226428|1.2570565|-1.2197105|0.045984447|-0.5309516|-0.93617463|0.27867475|0.7189195|-0.33411664|-0.24615219|0.29919064|-0.14091912|0.06482534|-0.44972888|0.2177056|-0.07268965|1.1161559|0.1553495|-0.10431704|-0.43037954|-0.26557326|0.107362956|-0.26598895|-0.67859167|0.98891616|0.087715834|0.37333697|-0.062532574|-0.57139385|-0.24645784|-1.002995|0.040252566|-0.20630878|0.16190888|0.00567469|-0.4200608|0.54260504|0.69779646|-0.78822297|-0.18163013|-0.31356093|-0.8046713|0.5216798|-0.36837035|0.15336606|-0.7963214|-0.71577966|-0.050925158|-0.006490171|-0.07942964|0.0065811425|0.54883933|-0.20076188|-0.460942|-0.11492042|-0.2957648|-0.10037109|0.2914966|-0.10069491|-0.2610482|-0.014136702|-0.42775327|-0.97625077|-0.2132025|0.8032705|-0.20410678|-0.5557114|0.4577909|0.24495365|0.26251155|0.25184464|-1.0418081|-0.31820604|-0.47657442|0.15062091|0.5245291|0.120401084|0.087212056|0.78033566|-0.6949296|0.03882134|-0.22619182|0.20955355|0.13228771|-0.17408684|-0.7077616|0.6539694|0.30337477|0.07420918
991;0.64728236|-0.65385324|0.10964817|0.19061846|-0.30817574|0.3475232|-0.22687185|0.6710007|-0.17658502|-0.41135848|0.53048134|-0.45286277|0.23232323|-0.46209604|0.5500716|-0.7320333|-0.235587|0.32630408|0.4473693|-0.4185858|-0.014707025|0.10724215|-0.57446736|-0.15513349|-0.1467654|-0.4176234|-0.25973588|0.6118106|0.11363243|-0.39334485|-0.21175969|0.16253878|0.5111676|0.12781897|-0.47220328|0.35488567|-0.34383819|0.26777673|-0.49508765|-0.37283567|-0.15621759|-0.25932798|-0.44323283|-0.40041268|0.038775757|-0.3743488|-0.30591354|-0.03178799|0.38141513|0.26023132|0.21739732|-0.15801743|-0.37790266|-0.046484277|-0.23548886|0.20978081|-0.2591907|-0.4800556|0.009994313|-0.43913877|-0.28707585|0.18755578|0.32533643|0.06364011|0.049628578|0.11923004|-0.25051245|-0.104744144|0.1458681|0.3564024|-0.3092074|-0.042530417|-0.20891735|0.06100124|-0.43146276|0.17406249|-0.46741626|-0.4561215|0.26348823|0.016819812|0.031562153|-0.13628183|-0.15139769|0.024665035|-0.4034769|0.11155496|0.3269573|0.084882155|0.22363138|0.4755024|-0.40544426|0.30764583|-0.40578514|0.044040576|-0.21192564|0.10631619|-0.33557993|0.67624784|0.25475502|-0.26717478
992;0.70867634|-0.33455175|0.13079716|0.3254021|-0.71854043|0.6990068|-0.4764739|0.018521726|-0.10470839|0.3066386|0.5792796|-0.5558338|-0.59079|0.244854|0.75459915|-0.7691411|0.26936787|0.6302413|0.31126776|-0.40581262|-0.6154231|0.3395733|-0.6572234|-0.14851597|0.2952061|-0.3006686|-0.25534728|0.8861597|0.086147115|-0.98840475|-0.04422182|-0.1228567|1.0713518|-0.18411717|-0.43323287|0.10973692|-0.918013|0.022786826|-0.5656512|-0.5286385|-0.34354264|0.11748174|-0.5453757|-1.0667776|-0.039136555|-0.58990264|-0.63233936|0.62677604|-0.013625324|0.54705894|0.57912433|-0.3976165|-0.20547608|0.17683773|-0.24075565|0.25797695|-0.8254243|-0.54009193|0.36192998|-0.41118285|-0.39036024|0.5554325|0.3683466|0.08857395|0.11391072|0.41926146|-0.6537087|-0.17850214|-0.4548763|0.6825304|-0.5845241|0.61747766|-0.6477565|-0.006866285|-0.74735963|-0.096833065|0.53180313|-0.40774918|0.36706638|0.11071622|-0.03366019|-0.466154|-0.36870784|0.2091499|-0.66894436|0.05304438|0.31242594|0.2004388|0.39344737|0.58599216|-0.51798874|0.036025226|-0.3355366|0.3885986|0.17210597|-0.20893773|0.073644|0.39491495|0.6265752|-0.22831863
993;0.53241825|-0.23119271|0.3879291|0.60874337|-0.059653774|0.4922438|-0.44336474|0.5993939|-0.04823313|-0.48242295|0.5000258|-0.20755413|0.10216864|-0.38311246|0.7153776|-0.6572795|-0.39275467|0.33171788|0.1849486|-0.507355|0.021644559|0.3672309|-0.4503734|-0.095391735|-0.08832252|-0.47827208|0.107884884|0.51708794|0.5523985|-0.75088674|-0.10635246|-0.008301364|0.13568729|0.03669566|-0.4642223|0.59831667|-0.5787021|0.39015532|-0.5759765|-0.54315263|0.074999064|-0.59662336|-0.5097872|-0.33118367|-0.05643687|-0.5450158|-0.7299817|0.16831028|0.16091292|-0.15308724|0.29867494|-0.31925753|-0.27293915|-0.28278908|-0.42772287|0.27839893|-0.28359374|-0.3360343|-0.3442768|-0.77456415|-0.159151|0.24066722|0.48639327|-0.03491626|0.115344524|0.4333784|-0.5027391|-0.099617474|0.1496483|0.25756314|-0.31802902|0.17611328|-0.41891074|0.1551639|-0.31161797|-0.032434255|-0.702639|-0.5523265|0.28753433|-0.13052613|0.16943201|-0.39288074|-0.23918198|-0.2444529|-0.32341197|0.15065289|0.28227606|0.20776719|0.3677912|0.49188966|-0.35522538|-0.0053292513|-0.7459294|0.5923905|0.017484859|0.0014741719|-0.28078675|0.4098866|-0.083942905|-0.28110775
994;0.21669665|-1.2647785|0.39061242|0.18477502|-0.91401935|0.42347622|-0.25947535|0.5676287|0.2704884|-0.32244062|0.81306374|-0.20113845|-0.27691785|-0.91726124|0.5266056|-0.90502|0.08116387|1.366255|0.4044811|-0.018555582|-0.53982633|0.27132666|-0.29868734|-0.33458567|-0.36867693|-0.13654363|0.052326858|0.38956589|-0.5123852|-0.38227093|-0.40475935|0.5461972|1.0484707|-0.385796|-0.36052638|0.15459204|-0.39630026|0.04692276|-0.14160153|-1.0111959|0.28737193|-0.3041776|-0.99640965|-0.5131217|-0.16995342|-0.89308965|-0.10422154|0.21467501|0.18333122|0.86486244|0.1491167|-0.51182413|-0.2235085|0.57532656|0.42786717|-0.3660152|-1.0679055|-0.7368414|0.18465444|-0.6284732|0.08470413|0.33717775|0.8135767|-0.084267616|-0.50382745|0.06354143|-0.97757804|-0.5104437|-0.14831164|0.31116778|-0.6798882|0.38738844|0.06440976|-0.15611672|-0.7741978|0.35271028|-0.454283|-0.51431894|0.2212301|0.49989498|0.24189663|0.1452569|-0.5671755|-0.25274038|-0.63598675|-0.27241728|0.4558998|-0.26353636|0.8601599|0.6709925|-0.5690837|-0.07949984|-0.39543405|0.26815504|-0.11102822|-0.20642379|0.06996451|0.6269254|0.55072427|-0.8214922
995;0.5860182|-0.036046535|0.46226254|0.42518276|-0.22931834|0.1764206|-0.4944961|0.60196775|0.23848715|-0.12544787|0.3306396|-0.38597095|0.24095933|-0.36785632|0.6467427|-0.61770624|-0.12017647|0.15962471|0.16655278|-0.5448612|-0.19926572|0.2973885|-0.3021846|-0.40136212|-0.61413705|-0.45110038|-0.43757647|0.6381694|0.174228|-0.6611232|-0.3645229|-0.055231176|0.038706273|0.008748744|-0.42002255|0.24107817|-0.1427941|0.3062129|-0.17669983|-0.6965548|-0.047348462|-0.37592292|-0.69615006|-0.48781568|-0.15101527|-0.30389243|-0.16447309|-0.3351381|0.19600353|0.68203557|0.4552629|-0.24441203|-0.33920175|-0.026962407|-0.43443355|0.2999912|-0.49597248|-0.41914746|-0.031771764|-0.46095634|0.21327016|0.37636873|0.6040251|-0.4242835|-0.1807377|0.41033357|-0.52425635|-0.22174168|0.03333786|0.45089856|-0.14616518|0.35774705|-0.45389158|-0.3336578|-0.745063|0.10236417|-0.3111091|-0.56230026|0.7152864|-0.3328603|0.09719396|0.07485401|-0.24973673|-0.20099437|-0.23975344|-0.11686307|0.31218895|0.033330455|-0.05090493|0.21559879|-0.7060853|0.23389424|-0.7569363|0.39054295|-0.28202394|-0.23232505|-0.056644335|0.4428525|0.11920078|-0.15680233
